user_id,Join_Date,subscription_id,Country,Gender,Age
4008,2022-11-24,S02,United Kingdom,Female,70
4009,2020-06-01,S01,Norway,Female,65
4010,2021-09-13,S03,Italy,Female,34
4011,2020-09-27,S01,Peru,Female,65
4012,2022-06-05,S02,United States,Male,73
4013,2020-09-19,S01,Canada,Female,59
4014,2020-01-06,S01,Morocco,Male,61
4015,2022-03-22,S02,France,Female,40
4016,2022-03-27,S03,Norway,Female,47
4017,2021-04-10,S02,Sweden,Female,56
4018,2021-04-21,S02,China,Male,35
4019,2021-09-17,S01,France,Male,18
4020,2020-09-05,S05,Germany,Female,24
4021,2022-12-26,S01,Venezuela,Female,56
4022,2020-10-28,S01,Canada,Female,36
4023,2020-10-07,S03,Canada,Female,65
4024,2021-05-28,S01,Mexico,Male,43
4025,2020-02-16,S05,United States,Female,75
4026,2022-12-02,S01,Netherlands,Male,46
4027,2022-01-26,S02,United States,Female,38
4028,2020-09-02,S01,Indonesia,Male,32
4029,2022-06-19,S01,Algeria,Female,78
4030,2020-01-11,S02,France,Female,26
4031,2021-08-15,S01,Denmark,Female,36
4032,2022-11-10,S01,Turkey,Male,51
4033,2020-08-22,S02,Canada,Other,22
4034,2020-06-01,S02,Germany,Male,64
4035,2022-04-28,S02,Argentina,Male,18
4036,2021-09-12,S01,South Korea,Female,77
4037,2020-07-15,S01,Chile,Female,75
4038,2021-03-09,S01,Netherlands,Female,51
4039,2020-07-13,S02,Brazil,Female,39
4040,2022-01-27,S01,Argentina,Female,74
4041,2021-12-01,S01,South Africa,Male,52
4042,2020-03-23,S02,Mexico,Female,22
4043,2020-07-13,S01,Argentina,Female,57
4044,2021-08-29,S01,Germany,Male,46
4045,2022-07-25,S01,Germany,Female,23
4046,2022-04-04,S01,Venezuela,Male,25
4047,2022-08-22,S01,China,Male,76
4048,2022-11-08,S02,France,Female,48
4049,2021-04-11,S03,Netherlands,Male,44
4050,2020-03-20,S02,Norway,Male,45
4051,2021-08-03,S01,Brazil,Female,52
4052,2022-07-26,S01,Canada,Male,51
4053,2021-09-21,S02,France,Female,70
4054,2022-05-26,S02,Malaysia,Other,21
4055,2020-08-25,S01,Peru,Female,53
4056,2022-01-30,S01,Chile,Female,55
4057,2020-09-10,S02,France,Female,78
4058,2021-01-21,S03,Canada,Female,49
4059,2021-03-13,S03,Sweden,Female,65
4060,2020-03-16,S02,Ethiopia,Female,71
4061,2021-06-21,S01,Italy,Male,66
4062,2020-12-04,S02,Turkey,Female,75
4063,2021-02-06,S03,Netherlands,Male,53
4064,2020-02-28,S02,Sweden,Female,74
4065,2022-01-01,S01,Venezuela,Male,77
4066,2021-10-06,S05,Canada,Female,54
4067,2020-03-15,S02,Canada,Male,75
4068,2020-01-20,S01,Ethiopia,Female,33
4069,2022-03-09,S01,Spain,Male,72
4070,2020-08-23,S01,United States,Female,27
4071,2022-10-09,S01,Venezuela,Male,29
4072,2021-10-19,S01,Canada,Male,54
4073,2021-08-21,S01,Canada,Female,31
4074,2022-09-11,S03,Netherlands,Female,35
4075,2020-03-06,S02,Argentina,Female,31
4076,2021-09-13,S01,Canada,Male,39
4077,2022-01-10,S01,Japan,Male,41
4078,2022-01-11,S02,Canada,Male,60
4079,2022-01-16,S02,Canada,Male,61
4080,2020-10-20,S01,Canada,Female,29
4081,2022-02-17,S01,Denmark,Female,50
4082,2021-04-15,S01,Canada,Female,52
4083,2021-01-30,S03,Canada,Female,61
4084,2020-08-18,S01,Poland,Male,36
4085,2022-02-16,S02,Colombia,Male,19
4086,2020-10-09,S02,Poland,Female,68
4087,2020-12-12,S01,Mexico,Female,46
4088,2021-12-02,S02,United States,Female,80
4089,2020-02-06,S02,Canada,Male,74
4090,2022-02-09,S02,Chile,Female,21
4091,2021-02-11,S03,United States,Male,34
4092,2022-09-07,S04,France,Male,61
4093,2020-03-13,S01,Peru,Male,22
4094,2022-10-08,S01,Venezuela,Male,64
4095,2021-05-12,S01,France,Male,72
4096,2020-05-18,S01,South Africa,Male,74
4097,2021-07-27,S02,Chile,Female,42
4098,2022-02-26,S02,Turkey,Female,65
4099,2021-05-05,S02,New Zealand,Male,30
4100,2021-11-25,S01,Vietnam,Female,30
4101,2021-03-23,S01,Algeria,Male,35
4102,2022-07-05,S01,United States,Female,52
4103,2021-05-03,S03,France,Male,42
4104,2022-07-21,S01,Canada,Female,48
4105,2022-09-10,S01,Pakistan,Male,36
4106,2021-02-16,S01,Peru,Female,71
4107,2020-01-16,S03,United States,Female,65
4108,2021-03-29,S01,Brazil,Male,36
4109,2021-06-11,S01,Italy,Female,76
4110,2022-01-03,S05,Poland,Male,32
4111,2021-12-29,S01,Sweden,Female,42
4112,2020-07-21,S01,Chile,Female,19
4113,2022-04-06,S01,Mexico,Male,27
4114,2021-11-23,S01,Italy,Male,53
4115,2020-11-21,S02,France,Female,66
4116,2022-01-04,S01,Venezuela,Female,49
4117,2021-08-10,S03,Denmark,Female,49
4118,2020-08-05,S02,Netherlands,Female,32
4119,2022-04-15,S01,Nigeria,Female,66
4120,2022-03-18,S02,Denmark,Male,35
4121,2022-03-13,S01,Ghana,Male,69
4122,2022-05-05,S02,United States,Male,57
4123,2022-05-08,S01,Sweden,Female,31
4124,2020-04-24,S01,Denmark,Female,52
4125,2020-10-28,S02,Denmark,Female,36
4126,2020-04-16,S01,Brazil,Female,69
4127,2021-08-02,S01,Egypt,Male,25
4128,2022-07-17,S02,Germany,Female,44
4129,2020-07-16,S01,India,Male,77
4130,2020-07-26,S01,United States,Female,59
4131,2020-08-29,S01,Norway,Other,27
4132,2020-01-13,S01,Peru,Female,23
4133,2022-01-06,S01,France,Male,67
4134,2021-05-13,S02,Spain,Male,45
4135,2020-05-10,S01,Peru,Female,68
4136,2022-12-16,S02,Italy,Male,43
4137,2022-11-11,S03,Poland,Female,31
4138,2020-05-23,S01,China,Male,53
4139,2021-10-17,S03,Sweden,Female,20
4140,2022-06-27,S01,Algeria,Female,67
4141,2020-02-06,S01,Colombia,Male,33
4142,2021-10-02,S01,United States,Female,31
4143,2021-03-02,S01,Netherlands,Female,32
4144,2020-11-10,S02,Netherlands,Female,70
4145,2022-07-03,S01,Denmark,Female,77
4146,2022-07-01,S01,Norway,Male,26
4147,2022-07-06,S02,Canada,Female,57
4148,2020-01-10,S02,Canada,Female,25
4149,2021-10-14,S02,United States,Female,21
4150,2020-01-08,S01,Canada,Male,74
4151,2022-03-11,S01,Canada,Male,51
4152,2020-02-28,S01,Chile,Male,39
4153,2022-03-13,S01,Peru,Male,25
4154,2022-10-25,S01,Mexico,Male,56
4155,2020-04-05,S02,Saudi Arabia,Male,48
4156,2021-05-25,S01,Thailand,Female,68
4157,2020-05-13,S01,Malaysia,Female,55
4158,2020-09-07,S01,United States,Female,49
4159,2022-04-29,S02,Canada,Male,44
4160,2021-06-10,S01,Canada,Male,50
4161,2021-08-19,S01,Italy,Female,77
4162,2022-07-27,S01,Venezuela,Male,47
4163,2021-01-16,S04,United Kingdom,Female,49
4164,2020-06-25,S04,Poland,Female,33
4165,2020-08-13,S04,United States,Male,50
4166,2022-08-23,S04,Canada,Female,51
4167,2021-12-25,S02,Italy,Male,40
4168,2021-11-16,S01,Poland,Male,32
4169,2021-04-23,S03,United States,Female,50
4170,2020-02-26,S02,Australia,Female,50
4171,2022-03-28,S01,Algeria,Male,23
4172,2021-09-26,S05,France,Male,28
4173,2020-04-03,S01,Brazil,Male,63
4174,2020-11-16,S03,United Kingdom,Male,39
4175,2022-06-05,S02,Colombia,Female,80
4176,2021-06-15,S01,Ethiopia,Male,55
4177,2021-12-21,S01,Germany,Female,24
4178,2021-05-07,S01,Netherlands,Male,33
4179,2022-03-15,S02,Japan,Male,54
4180,2021-10-18,S01,Sweden,Female,58
4181,2022-03-27,S02,France,Female,21
4182,2021-01-16,S01,Sweden,Female,65
4183,2021-08-30,S02,Germany,Female,25
4184,2022-09-20,S02,Spain,Male,25
4185,2021-10-29,S01,Venezuela,Female,28
4186,2021-11-15,S01,Russia,Male,70
4187,2022-03-14,S02,Poland,Female,25
4188,2021-03-18,S02,United Kingdom,Female,49
4189,2020-02-16,S01,Poland,Female,65
4190,2022-09-16,S01,Netherlands,Male,59
4191,2020-08-10,S02,Canada,Male,74
4192,2021-05-07,S01,Algeria,Male,48
4193,2021-08-30,S01,Algeria,Female,40
4194,2021-08-19,S04,Netherlands,Female,25
4195,2020-05-03,S01,Australia,Female,47
4196,2020-01-03,S03,United States,Male,20
4197,2020-04-20,S01,Peru,Male,79
4198,2021-09-28,S02,United States,Male,34
4199,2022-04-10,S02,China,Female,65
4200,2022-08-16,S01,Spain,Female,43
4201,2022-10-17,S02,Canada,Female,61
4202,2022-10-31,S01,United States,Male,41
4203,2022-04-11,S02,Poland,Male,74
4204,2020-05-29,S04,Japan,Male,22
4205,2021-12-01,S01,Australia,Male,72
4206,2020-11-03,S02,Germany,Female,41
4207,2021-04-23,S01,United Kingdom,Female,22
4208,2020-01-02,S02,United States,Female,68
4209,2021-10-01,S03,United States,Male,44
4210,2020-09-16,S01,Malaysia,Male,75
4211,2022-12-23,S02,Mexico,Female,60
4212,2021-12-07,S01,Nigeria,Male,65
4213,2021-03-14,S03,Spain,Female,39
4214,2021-04-26,S01,Germany,Female,41
4215,2020-04-07,S01,Algeria,Female,48
4216,2021-04-19,S02,Mexico,Female,72
4217,2021-01-02,S01,Colombia,Male,58
4218,2020-11-08,S01,United States,Male,48
4219,2021-10-26,S02,Kenya,Male,73
4220,2021-02-03,S03,United Kingdom,Male,19
4221,2021-12-23,S02,United States,Female,61
4222,2021-05-29,S01,Chile,Female,43
4223,2022-04-07,S01,Venezuela,Male,31
4224,2020-02-16,S01,Tanzania,Female,48
4225,2022-08-23,S05,Sweden,Female,51
4226,2020-05-15,S03,Canada,Female,78
4227,2021-11-19,S01,Peru,Male,55
4228,2021-09-23,S02,Norway,Female,48
4229,2022-11-10,S01,Canada,Male,31
4230,2020-06-25,S01,Tanzania,Male,29
4231,2022-01-15,S01,Spain,Male,75
4232,2022-04-22,S04,Canada,Male,38
4233,2021-06-12,S02,United States,Female,52
4234,2022-10-19,S01,United States,Female,50
4235,2021-02-10,S05,Canada,Female,36
4236,2021-06-27,S01,United Kingdom,Male,75
4237,2022-05-23,S01,Norway,Male,37
4238,2021-04-23,S01,United States,Male,66
4239,2021-02-16,S01,United States,Male,80
4240,2022-05-17,S03,Canada,Male,80
4241,2022-09-17,S03,Spain,Male,34
4242,2022-03-16,S03,Poland,Male,67
4243,2021-08-23,S01,United States,Female,75
4244,2020-02-13,S02,Japan,Female,60
4245,2020-09-22,S01,United States,Male,76
4246,2020-01-13,S01,Netherlands,Female,70
4247,2020-09-10,S01,South Korea,Female,74
4248,2020-08-09,S01,Germany,Female,27
4249,2020-05-25,S01,Canada,Male,54
4250,2021-01-21,S01,Brazil,Female,45
4251,2022-12-26,S05,United States,Female,60
4252,2021-01-12,S02,Italy,Female,28
4253,2021-04-13,S01,Chile,Male,72
4254,2021-03-25,S01,Indonesia,Female,37
4255,2021-07-11,S01,Norway,Male,38
4256,2020-10-20,S01,Brazil,Female,51
4257,2021-02-21,S01,Vietnam,Male,72
4258,2022-07-20,S01,Venezuela,Female,65
4259,2022-12-22,S01,Thailand,Female,41
4260,2022-01-24,S01,Venezuela,Male,53
4261,2022-10-31,S01,Peru,Male,19
4262,2021-09-18,S01,Canada,Male,49
4263,2021-08-11,S03,Sweden,Male,71
4264,2020-01-21,S01,South Africa,Male,52
4265,2020-01-30,S01,Argentina,Female,22
4266,2021-08-22,S01,Argentina,Male,78
4267,2022-08-09,S03,Canada,Male,50
4268,2020-07-13,S01,Argentina,Female,70
4269,2022-05-13,S03,Spain,Male,22
4270,2021-03-03,S01,Italy,Male,22
4271,2021-10-26,S02,Italy,Male,25
4272,2022-10-30,S01,Kenya,Female,32
4273,2021-03-20,S02,Norway,Female,32
4274,2020-06-12,S05,Norway,Male,19
4275,2020-10-29,S02,France,Male,21
4276,2021-04-12,S01,Ethiopia,Male,53
4277,2022-01-08,S01,United States,Male,77
4278,2021-11-30,S01,Spain,Female,35
4279,2021-11-22,S01,Canada,Female,44
4280,2021-06-05,S02,Denmark,Female,44
4281,2021-01-11,S01,Canada,Female,51
4282,2021-04-19,S03,United States,Female,48
4283,2020-06-01,S01,Tanzania,Male,71
4284,2022-10-21,S01,United States,Male,19
4285,2022-05-20,S02,Peru,Male,75
4286,2021-02-04,S02,Italy,Male,27
4287,2021-12-08,S01,Brazil,Male,48
4288,2020-06-13,S04,Germany,Female,26
4289,2020-02-18,S01,Ghana,Male,54
4290,2022-12-06,S01,Canada,Female,35
4291,2022-11-26,S05,United States,Male,79
4292,2022-07-12,S01,France,Male,58
4293,2021-06-21,S01,Colombia,Female,72
4294,2020-04-14,S02,Canada,Male,26
4295,2020-02-22,S01,Canada,Male,47
4296,2020-07-09,S01,Norway,Female,44
4297,2022-10-05,S03,France,Female,21
4298,2020-08-20,S01,United States,Male,18
4299,2021-07-13,S01,Nigeria,Female,47
4300,2021-02-03,S02,Italy,Male,25
4301,2022-06-25,S01,Vietnam,Female,42
4302,2022-01-27,S01,China,Female,80
4303,2022-12-09,S02,France,Female,20
4304,2020-04-02,S02,Germany,Female,28
4305,2022-02-13,S01,Vietnam,Male,59
4306,2020-10-29,S01,Venezuela,Male,71
4307,2020-06-27,S02,Mexico,Female,77
4308,2022-12-02,S01,Indonesia,Female,22
4309,2022-08-21,S01,Colombia,Female,79
4310,2020-01-18,S02,Saudi Arabia,Female,35
4311,2021-08-03,S02,Turkey,Male,66
4312,2021-03-20,S01,Canada,Female,38
4313,2021-10-26,S01,Chile,Male,70
4314,2020-08-01,S01,United Kingdom,Female,58
4315,2021-03-05,S01,Brazil,Male,68
4316,2020-12-03,S01,Ethiopia,Female,33
4317,2022-05-10,S04,Japan,Female,67
4318,2022-03-19,S01,Brazil,Female,72
4319,2021-09-14,S03,Italy,Female,38
4320,2022-05-13,S02,Colombia,Female,68
4321,2022-10-30,S01,Kenya,Male,25
4322,2020-10-17,S01,United States,Female,36
4323,2020-06-12,S01,United States,Male,51
4324,2020-12-08,S01,Argentina,Male,32
4325,2022-12-15,S02,United States,Female,45
4326,2021-11-23,S03,Italy,Male,53
4327,2021-04-01,S02,Venezuela,Male,26
4328,2020-11-06,S03,United States,Male,41
4329,2020-09-23,S01,Indonesia,Female,66
4330,2022-04-11,S01,Peru,Female,40
4331,2022-03-26,S03,South Africa,Male,77
4332,2022-10-06,S01,Peru,Male,80
4333,2021-03-02,S01,Japan,Male,31
4334,2022-04-23,S01,Uganda,Male,32
4335,2020-07-06,S01,United States,Female,72
4336,2021-03-07,S01,Australia,Female,19
4337,2022-02-18,S02,Denmark,Male,37
4338,2020-04-20,S03,Poland,Female,36
4339,2020-10-19,S01,Italy,Female,71
4340,2021-08-09,S01,Argentina,Male,27
4341,2021-10-25,S02,Colombia,Male,62
4342,2020-09-22,S04,United States,Female,56
4343,2021-01-15,S02,Netherlands,Male,77
4344,2022-03-22,S02,Poland,Male,78
4345,2022-07-30,S01,United States,Female,72
4346,2022-10-05,S02,Norway,Male,30
4347,2022-03-06,S02,United States,Female,67
4348,2022-10-02,S02,Morocco,Male,74
4349,2022-09-16,S01,Italy,Female,29
4350,2020-11-11,S02,United States,Male,23
4351,2022-10-30,S02,Canada,Male,44
4352,2021-08-11,S02,Peru,Male,24
4353,2022-09-12,S01,New Zealand,Male,56
4354,2020-02-04,S01,Norway,Female,26
4355,2020-04-30,S01,Venezuela,Female,37
4356,2021-07-13,S02,India,Male,50
4357,2020-10-03,S01,Mexico,Female,45
4358,2021-11-11,S01,United States,Female,75
4359,2021-04-10,S03,France,Male,40
4360,2022-05-27,S01,United States,Male,77
4361,2020-06-12,S01,United States,Male,34
4362,2020-05-28,S01,France,Female,44
4363,2020-08-24,S01,Thailand,Male,80
4364,2022-02-04,S05,Canada,Female,34
4365,2021-11-17,S01,Peru,Male,27
4366,2021-07-19,S02,Canada,Male,20
4367,2020-08-28,S01,Peru,Female,42
4368,2021-05-08,S01,Colombia,Male,53
4369,2022-04-11,S02,Colombia,Male,79
4370,2022-10-18,S01,Philippines,Female,37
4371,2022-10-13,S02,Nigeria,Male,80
4372,2020-12-25,S01,Netherlands,Male,30
4373,2021-05-22,S03,Spain,Female,28
4374,2022-07-03,S01,Turkey,Male,27
4375,2022-02-19,S02,Pakistan,Male,40
4376,2022-03-09,S01,Venezuela,Female,43
4377,2021-06-17,S04,United States,Male,77
4378,2022-07-13,S01,China,Male,53
4379,2021-01-13,S04,Canada,Female,42
4380,2021-12-04,S01,United States,Male,53
4381,2022-06-28,S01,United States,Male,37
4382,2021-09-25,S01,Kenya,Male,67
4383,2020-02-23,S02,United Kingdom,Male,37
4384,2022-01-09,S04,France,Male,58
4385,2021-04-09,S02,Canada,Male,52
4386,2022-10-23,S04,United States,Male,38
4387,2022-11-13,S01,United States,Female,29
4388,2020-10-09,S01,Morocco,Female,31
4389,2022-05-24,S01,Ethiopia,Male,57
4390,2021-10-18,S01,Saudi Arabia,Female,26
4391,2022-12-05,S01,Venezuela,Female,52
4392,2020-07-22,S03,Sweden,Male,48
4393,2020-04-22,S01,Chile,Male,51
4394,2022-12-01,S02,South Korea,Female,79
4395,2020-05-01,S01,Russia,Male,39
4396,2020-05-30,S01,United States,Male,63
4397,2021-11-01,S01,Mexico,Female,27
4398,2022-01-28,S02,United States,Female,36
4399,2022-04-24,S01,India,Female,60
4400,2022-04-05,S01,Saudi Arabia,Other,52
4401,2020-11-11,S02,Norway,Female,59
4402,2022-05-21,S02,Poland,Female,65
4403,2020-05-08,S02,Argentina,Male,44
4404,2021-07-12,S01,Colombia,Male,68
4405,2021-01-24,S01,Peru,Female,26
4406,2021-03-11,S02,United States,Female,41
4407,2020-08-31,S01,Algeria,Male,62
4408,2021-08-29,S01,Argentina,Female,63
4409,2022-03-24,S03,Canada,Female,61
4410,2022-07-24,S01,Chile,Male,66
4411,2022-05-28,S01,Canada,Male,34
4412,2020-01-11,S02,Spain,Male,42
4413,2021-02-21,S01,Norway,Male,54
4414,2021-04-06,S01,Ghana,Male,45
4415,2021-06-26,S01,South Africa,Male,75
4416,2022-11-16,S01,Egypt,Female,55
4417,2020-03-01,S01,Germany,Female,19
4418,2021-08-09,S01,Venezuela,Male,46
4419,2022-08-10,S01,Poland,Female,29
4420,2021-06-21,S04,United States,Male,33
4421,2021-10-14,S01,Denmark,Female,30
4422,2021-06-20,S01,Spain,Female,27
4423,2020-10-03,S01,Poland,Female,56
4424,2022-01-04,S01,United States,Male,30
4425,2022-08-22,S01,Norway,Male,69
4426,2020-04-26,S03,Germany,Female,51
4427,2022-06-01,S01,Bangladesh,Male,29
4428,2022-06-05,S01,Indonesia,Male,44
4429,2021-01-20,S01,Peru,Male,38
4430,2020-06-24,S01,Netherlands,Female,68
4431,2021-02-25,S02,Canada,Female,53
4432,2022-11-17,S01,Italy,Female,79
4433,2020-09-14,S04,Sweden,Female,29
4434,2022-05-25,S01,Argentina,Female,55
4435,2022-04-07,S01,Netherlands,Female,57
4436,2021-02-23,S05,United States,Female,67
4437,2021-11-11,S01,Nigeria,Male,46
4438,2022-01-18,S01,Colombia,Female,30
4439,2022-02-07,S02,Germany,Male,38
4440,2020-08-25,S02,United States,Female,78
4441,2021-09-18,S05,Canada,Male,30
4442,2020-01-10,S01,Colombia,Female,28
4443,2021-06-19,S01,Mexico,Male,61
4444,2022-02-07,S01,Peru,Male,39
4445,2022-02-20,S01,Sweden,Female,77
4446,2022-05-20,S01,Mexico,Male,62
4447,2020-02-18,S01,Malaysia,Female,40
4448,2020-10-06,S02,Chile,Female,68
4449,2020-01-08,S01,Vietnam,Female,31
4450,2022-12-17,S01,United States,Female,45
4451,2022-09-05,S01,Colombia,Male,66
4452,2021-01-29,S02,Canada,Female,36
4453,2021-07-16,S01,Germany,Female,32
4454,2020-06-14,S01,France,Male,42
4455,2021-10-07,S01,Peru,Female,68
4456,2022-08-12,S01,United States,Male,23
4457,2022-06-28,S01,France,Female,32
4458,2021-07-04,S04,Spain,Female,48
4459,2020-04-07,S01,Indonesia,Male,80
4460,2020-10-30,S01,Canada,Male,25
4461,2021-09-16,S01,Argentina,Male,54
4462,2022-11-18,S01,Australia,Female,75
4463,2020-11-01,S03,United States,Male,54
4464,2020-07-16,S01,Vietnam,Male,34
4465,2022-11-30,S01,Malaysia,Female,35
4466,2021-04-29,S02,Germany,Female,79
4467,2022-01-11,S01,Egypt,Male,53
4468,2022-09-02,S02,Sweden,Male,19
4469,2020-05-01,S04,Canada,Female,78
4470,2020-02-21,S01,Russia,Female,67
4471,2022-02-11,S03,United States,Male,24
4472,2020-02-29,S02,Norway,Male,55
4473,2020-07-24,S02,Venezuela,Male,33
4474,2020-02-27,S01,Canada,Male,54
4475,2022-12-03,S01,Chile,Male,39
4476,2020-03-06,S01,Brazil,Male,32
4477,2020-05-03,S01,Poland,Male,56
4478,2021-11-29,S01,Morocco,Female,75
4479,2021-07-04,S01,Spain,Female,74
4480,2020-06-22,S01,Mexico,Male,60
4481,2021-01-14,S03,France,Female,72
4482,2022-05-18,S01,Canada,Male,48
4483,2020-07-31,S01,Germany,Male,55
4484,2020-09-05,S01,United States,Male,26
4485,2022-09-11,S01,Canada,Female,22
4486,2021-08-05,S01,Canada,Male,37
4487,2022-10-22,S01,Netherlands,Female,33
4488,2021-11-20,S04,France,Male,46
4489,2020-01-29,S02,Turkey,Female,28
4490,2021-04-06,S02,Italy,Male,65
4491,2020-05-30,S01,Peru,Male,78
4492,2021-02-04,S04,Norway,Male,31
4493,2020-07-20,S01,Netherlands,Female,50
4494,2022-09-05,S04,Denmark,Female,67
4495,2020-08-14,S03,Canada,Female,57
4496,2020-07-06,S02,United States,Male,38
4497,2021-06-29,S03,Norway,Male,34
4498,2022-03-18,S01,Canada,Female,26
4499,2022-03-12,S01,Netherlands,Male,54
4500,2020-03-01,S01,Poland,Female,52
4501,2020-09-25,S01,Argentina,Female,33
4502,2022-03-31,S02,France,Male,66
4503,2020-02-03,S01,Argentina,Female,43
4504,2021-10-14,S01,Morocco,Female,78
4505,2021-10-06,S01,Ethiopia,Male,20
4506,2022-05-05,S01,Peru,Female,18
4507,2022-11-09,S02,France,Male,61
4508,2021-11-28,S01,Spain,Other,58
4509,2022-01-11,S01,Brazil,Female,73
4510,2022-12-22,S01,Japan,Male,76
4511,2020-06-03,S02,United States,Male,62
4512,2020-01-09,S01,Tanzania,Male,46
4513,2021-01-24,S01,Peru,Male,20
4514,2021-07-16,S02,Peru,Male,57
4515,2020-07-29,S02,Malaysia,Male,48
4516,2020-09-08,S03,Poland,Male,36
4517,2020-02-19,S01,Italy,Male,47
4518,2021-01-09,S02,Sweden,Male,50
4519,2022-11-12,S02,Italy,Female,78
4520,2020-02-16,S01,Canada,Female,41
4521,2022-11-02,S04,United States,Male,50
4522,2021-06-11,S01,Thailand,Female,51
4523,2021-06-30,S01,Peru,Female,71
4524,2022-01-29,S01,Uganda,Male,18
4525,2021-02-05,S03,United States,Female,47
4526,2020-01-11,S01,Brazil,Male,51
4527,2021-10-26,S05,Italy,Female,78
4528,2021-10-19,S01,Brazil,Male,25
4529,2021-07-14,S01,Brazil,Male,79
4530,2022-10-02,S01,United States,Male,26
4531,2020-09-27,S01,Canada,Male,27
4532,2020-12-12,S03,United States,Female,47
4533,2020-09-15,S04,United States,Male,58
4534,2020-12-09,S01,Ghana,Female,59
4535,2020-03-22,S01,Colombia,Female,78
4536,2021-08-25,S03,United States,Male,80
4537,2020-04-16,S01,Bangladesh,Male,50
4538,2021-06-14,S01,Brazil,Female,75
4539,2021-02-03,S01,United States,Male,38
4540,2020-10-02,S01,Colombia,Male,70
4541,2022-05-18,S03,United States,Male,29
4542,2021-04-06,S04,France,Female,56
4543,2022-02-09,S03,Netherlands,Female,70
4544,2021-09-23,S01,United States,Female,73
4545,2021-05-07,S01,Spain,Female,57
4546,2020-03-26,S01,France,Female,76
4547,2020-10-02,S01,Peru,Female,77
4548,2020-11-16,S01,Canada,Female,39
4549,2022-03-22,S02,Sweden,Male,62
4550,2021-02-21,S02,Netherlands,Male,49
4551,2021-10-18,S01,Algeria,Female,28
4552,2021-08-06,S01,Canada,Female,51
4553,2021-10-12,S02,Turkey,Female,22
4554,2020-02-24,S03,Norway,Male,58
4555,2021-03-11,S01,Colombia,Female,37
4556,2021-12-19,S02,Poland,Male,49
4557,2022-05-23,S01,France,Male,28
4558,2021-12-13,S01,Philippines,Male,68
4559,2021-07-27,S02,United States,Male,56
4560,2021-12-04,S02,Canada,Male,25
4561,2020-06-29,S01,Philippines,Male,27
4562,2022-11-09,S02,Peru,Female,45
4563,2022-08-08,S01,Peru,Female,47
4564,2020-12-23,S01,Venezuela,Female,29
4565,2022-04-11,S01,Russia,Male,36
4566,2021-05-13,S01,Kenya,Male,67
4567,2020-07-18,S01,Poland,Female,29
4568,2020-05-24,S01,Spain,Female,27
4569,2020-08-17,S02,France,Female,47
4570,2021-04-08,S01,Russia,Male,53
4571,2021-01-09,S02,Russia,Female,34
4572,2021-02-08,S01,Canada,Female,51
4573,2021-08-11,S05,Germany,Male,34
4574,2020-07-23,S01,Pakistan,Female,48
4575,2020-12-25,S02,Netherlands,Male,18
4576,2020-05-31,S01,Argentina,Female,72
4577,2020-07-04,S01,United States,Female,23
4578,2022-03-12,S01,Spain,Female,50
4579,2022-01-09,S02,Canada,Female,59
4580,2020-09-20,S01,Uganda,Male,80
4581,2021-07-02,S01,Argentina,Female,72
4582,2021-07-05,S03,Netherlands,Male,66
4583,2021-04-17,S02,Colombia,Female,52
4584,2021-02-19,S05,Netherlands,Male,34
4585,2021-08-15,S01,Argentina,Female,52
4586,2021-08-30,S01,Colombia,Female,20
4587,2021-04-08,S02,Poland,Female,39
4588,2021-03-11,S05,Canada,Female,40
4589,2020-06-05,S04,United States,Male,53
4590,2021-12-28,S03,Colombia,Female,19
4591,2021-03-07,S01,France,Female,36
4592,2022-03-15,S01,Venezuela,Male,48
4593,2022-03-20,S01,Poland,Female,56
4594,2022-01-14,S01,Peru,Male,79
4595,2022-06-15,S01,Venezuela,Female,77
4596,2021-09-06,S01,Peru,Male,31
4597,2022-08-09,S02,Canada,Female,41
4598,2020-09-14,S01,Argentina,Female,78
4599,2021-02-15,S02,Indonesia,Female,62
4600,2022-03-16,S01,Norway,Female,29
4601,2020-03-06,S02,Malaysia,Male,44
4602,2022-05-02,S01,Peru,Female,61
4603,2020-05-16,S01,Malaysia,Female,75
4604,2020-11-21,S01,Netherlands,Male,28
4605,2021-09-04,S01,Canada,Female,59
4606,2021-05-05,S01,Canada,Female,26
4607,2020-07-28,S01,France,Female,21
4608,2020-10-08,S01,Venezuela,Male,57
4609,2020-03-16,S02,Sweden,Female,20
4610,2021-06-08,S01,Poland,Male,53
4611,2021-09-24,S01,Spain,Female,59
4612,2022-09-25,S01,Canada,Male,35
4613,2022-12-22,S02,Germany,Male,51
4614,2021-03-11,S01,Norway,Male,18
4615,2020-11-19,S01,United States,Female,76
4616,2020-03-15,S01,Norway,Male,75
4617,2022-11-15,S01,Canada,Female,71
4618,2022-12-05,S03,New Zealand,Male,80
4619,2021-09-03,S02,Netherlands,Male,75
4620,2020-08-15,S02,United States,Female,60
4621,2022-01-25,S02,South Africa,Female,70
4622,2022-12-14,S01,Canada,Male,58
4623,2022-11-06,S01,Algeria,Male,39
4624,2021-07-19,S03,South Africa,Female,51
4625,2021-08-02,S01,Italy,Female,36
4626,2022-10-03,S01,Canada,Female,26
4627,2021-05-09,S04,Germany,Female,33
4628,2022-12-29,S02,Italy,Female,34
4629,2020-03-03,S01,Canada,Male,21
4630,2020-08-23,S01,Canada,Male,78
4631,2022-08-06,S03,Thailand,Male,78
